ID,Teff,e_Teff,Plx,e_Plx,distance,e_distance,e_Plx_relative,R_all_det,e_R_all_det,Z_all_det,R_J_MC,e_R_J_MC,R_H_MC,e_R_H_MC,R_K_MC,e_R_K_MC,R_IR,e_R_IR,R_IR_median,R_IR_p16,R_IR_p84,Z_IR,R_A,e_R_A,delta_R_all_det,delta_R_IR
WASP-066,6600,150,1.996,0.0313,501.00200400801606,7.856394151027507,1.5681362725450902,1.6379040797173992,0.03257313455684003,-1.1711651739952103,1.6917078614788097,0.049308886968176306,1.7324673037276808,0.04024620493172818,1.7160836814710347,0.03806187913699881,1.713419615559175,0.04597391761637386,1.7138501966025252,1.6685409618239773,1.7584433912554684,-0.36195853292323255,1.75,0.09,-0.11209592028260085,-0.03658038444082501
WASP-067,5417,85,5.272,0.0123,189.6813353566009,0.44254181048675845,0.2333080424886191,0.7949465625093082,0.011197209142961954,-0.8933735459252533,0.8215104631230704,0.018588625895921904,0.8412553409016617,0.01296017567385717,0.8341324322787687,0.011370043054452692,0.8322994121011669,0.016760219781286362,0.8334155718257563,0.816392154307961,0.8482055012544849,0.5531857730029525,0.817,0.022,-0.022053437490691774,0.01529941210116692
WASP-068,5910,60,4.347,0.0144,230.04370830457785,0.7620495513195125,0.3312629399585921,1.5603450995088823,0.014030111217589533,-1.1692088771660056,1.6158425992986647,0.02544489109973658,1.65261748198936,0.021589190099978364,1.6581057816355655,0.020419826262152215,1.6421886209745302,0.029363628819374706,1.644924316388959,1.6117385949924914,1.6711224901824484,-0.41994414538634073,1.69,0.11,-0.1296549004911176,-0.047811379025469725
WASP-069,4700,50,19.886,0.017,50.286633812732575,0.04298867418366961,0.08548727748164539,0.8712011910236608,0.00814653579132281,1.9958546800178174,0.8584750197895377,0.015868070389203143,0.8438868984398717,0.011004251366036787,0.8236016444082065,0.010598570688529754,0.8419878542125386,0.01913716033056238,0.8413772129814077,0.8221105622008339,0.8613597981311524,0.8547193818287707,0.813,0.028,0.058201191023660837,0.02898785421253869
WASP-070,5864,25,4.337,0.0263,230.57412958266085,1.398224488822684,0.606409960802398,1.196179734593456,0.0064495273197365255,-0.6916263853809984,1.2082586790602912,0.021662026699183257,1.2211207257335943,0.026147251088607916,1.2474818123662963,0.01929560664490529,1.2256204057200606,0.02783741676869829,1.2259425158381032,1.1966398606782616,1.2542393784249837,-0.3029997751027459,1.251,0.079,-0.054820265406543944,-0.0253795942799393
WASP-071,6180,52,2.816,0.0265,355.1136363636364,3.3418009103822315,0.9410511363636364,2.0320942739297014,0.017557596480740633,-1.3335285729252624,2.067654885473629,0.03368183240409737,2.086576608895557,0.031051446045995246,2.099924522213933,0.03108306140078918,2.0847186721943736,0.03459513772875983,2.0849221838032133,2.050265525326054,2.119247892889679,-1.0103580903221705,2.26,0.17,-0.22790572607029835,-0.17528132780562622
WASP-072,6250,100,2.389,0.0252,418.5851820845543,4.415381577451138,1.0548346588530768,2.0852399646880975,0.028509737177627368,0.43543833674254506,2.097031267358834,0.047213514835724335,2.125732591781948,0.0386750359584504,2.1590572520950366,0.036605720162936374,2.127273703745273,0.048276128130066445,2.1289444232561117,2.0787989027589933,2.1755505574603515,0.6015904758466356,1.98,0.24,0.10523996468809749,0.14727370374527293
WASP-073,6030,120,3.15,0.0139,317.46031746031747,1.4008566389518768,0.44126984126984126,2.1796676517144387,0.03442347613884864,0.5679519721032943,2.177020785026022,0.053496084997204325,2.2216710999306817,0.03757032513641761,2.18418102992535,0.03390234822259009,2.194290971627351,0.04680651008934727,2.194331278591473,2.1493103280621964,2.2401494140844918,0.6351730792633025,2.07,0.19,0.10966765171443882,0.12429097162735125
WASP-074,5984,57,6.69,0.0149,149.47683109118086,0.332915513192615,0.22272047832585948,1.4409979072391572,0.01167212783849137,-3.333430221206176,1.4874309655735864,0.029547899797145484,1.507726405929732,0.015957091266131512,1.4925810838717495,0.018126372987634615,1.4959128184583557,0.023655767490701193,1.4974711827397975,1.473476924711215,1.5182402883419697,-1.140426742517927,1.536,0.026,-0.09500209276084282,-0.04008718154164437
WASP-075,6100,100,3.339,0.0202,299.4908655286014,1.81183452640843,0.6049715483677748,1.232320982581503,0.01833551687962432,-1.3886866615155335,1.2764483865967582,0.027360832776404196,1.2969878712771399,0.020294572258357926,1.2722484741053561,0.020487585218859936,1.2818949106597517,0.025368275046946796,1.2817198298428778,1.2563884440008017,1.3073517502842424,0.3682177183066657,1.27,0.02,-0.03767901741849711,0.011894910659751678
WASP-076,6329,65,5.29,0.0826,189.0359168241966,2.9516761303740333,1.5614366729678641,1.7446411684948975,0.01818402187084468,-0.27777851030147205,1.7794104429239284,0.039179641502218476,1.8026312317737372,0.04428936069207302,1.8113878617799164,0.04014018950638991,1.7978098454925275,0.04341140622608388,1.7972554072208573,1.7544382054631522,1.8409760092072016,0.3942548501112509,1.765,0.071,-0.020358831505102426,0.032809845492527634
WASP-077,5605,41,9.463,0.0183,105.67473317129875,0.20435883092410098,0.1933847617034767,0.9491153157127739,0.006495183488152644,-0.360010505440558,1.029833241660997,0.012934499572809875,1.069007477031904,0.020605287112516055,1.0096969733795598,0.015086003912254667,1.0361792306908202,0.029657758674170778,1.031319823432396,1.0071947317669425,1.069966940425102,2.4425632735082967,0.955,0.015,-0.005884684287226105,0.08117923069082023
WASP-078,6100,150,1.385,0.0136,722.0216606498195,7.089887786886315,0.9819494584837544,2.0478821680213826,0.044000441672319764,-2.765325429350293,2.0321879540881804,0.06055242002281354,1.994244945523317,0.042876388439739656,1.9963878940691742,0.03904783674944557,2.0076069312268907,0.05143899810563158,2.003456629068786,1.9588515499853454,2.056029919519298,-3.0447306690801144,2.35,0.1,-0.3021178319786175,-0.3423930687731094
WASP-079,6600,100,4.071,0.0149,245.63989191844755,0.8990504518754282,0.36600343895848686,1.6136638764963522,0.019713145628543316,2.3246246677622597,1.579487616878747,0.02896444368334422,1.5899549847003287,0.02236304292170709,1.5901713548041785,0.022381669819547423,1.5865379854610846,0.025261621753273775,1.5868852679659722,1.5617785902486097,1.6111243714481687,1.6178284845063617,1.51,0.04,0.10366387649635223,0.07653798546108459
WASP-080,4145,100,20.114,0.0207,49.716615292830866,0.05116505600882962,0.10291339365615988,0.5808287330368971,0.012752829561532833,-0.6950645923202018,0.5935956883154134,0.022025317757601356,0.6020784047425861,0.022206992292372198,0.5995241671127342,0.01859507014625359,0.5983994200569113,0.021305950466308843,0.5971196091437639,0.5776873198259517,0.6190566843149324,0.22080913257396562,0.593,0.012,-0.01217126696310289,0.005399420056911297
WASP-081,5890,120,2.484,0.0152,402.5764895330113,2.4634310148557854,0.6119162640901772,1.1748243770499822,0.021078628069387418,-2.3925233287631453,1.1887962066554798,0.030911647552133936,1.227844277285818,0.022153161345573012,1.1967923866939683,0.021027522331338987,1.2044776235450887,0.030217665260333013,1.2047070104751958,1.1743857795939214,1.2349519262260509,-1.5663467835467773,1.283,0.04,-0.1081756229500177,-0.07852237645491122
WASP-082,6500,80,3.63,0.019,275.4820936639118,1.441917294659594,0.5234159779614325,1.9452131327773048,0.02011990384244727,-2.7637183233014957,2.014823993499698,0.034707827069227815,2.024672257678043,0.029511579469566705,2.0596869876846773,0.02787889194397236,2.033061079620806,0.036352664709228606,2.0333643972105135,1.9960218250979946,2.0700553665802794,-1.794981583449848,2.219,0.097,-0.2737868672226951,-0.1859389203791939
WASP-083,5480,110,3.72,0.0168,268.81720430107526,1.2140131807145333,0.4516129032258064,1.0308448683775826,0.018586234793314605,-0.3049558520370704,1.047563731432802,0.027746556685529257,1.052105704496238,0.019880780063656484,1.0392150882334255,0.017413522714980447,1.0462948413874884,0.02275779478837044,1.0455843928774093,1.0243636875516742,1.068382362106135,-0.05773883249951361,1.05,0.06,-0.019155131622417443,-0.0037051586125116387
WASP-084,5280,80,9.964,0.0149,100.36130068245684,0.1500786210526502,0.1495383380168607,0.8043530382459184,0.010511552565289437,1.6741840868610505,0.8036017905141288,0.018077892433472405,0.808693567541171,0.012504886738007023,0.8065735626670946,0.011202660558720155,0.8062896402407981,0.014395900589167473,0.8063750445348893,0.7926178335205724,0.8199676158310981,1.6062555394094906,0.768,0.019,0.0363530382459184,0.03828964024079806
WASP-085,5685,65,7.115,0.0305,140.54813773717498,0.6024902601523312,0.42867182009838367,0.7274915000806975,0.008045152081214361,-8.51615222749733,1.0656949952834478,0.021969800854509457,1.0923362086637378,0.02041647767616326,1.1447947646705918,0.016451590205092362,1.100941989539259,0.038339124745381814,1.096293254377541,1.0610754561150437,1.1458747335414956,3.711607208270895,0.935,0.023,-0.20750849991930254,0.16594198953925887
WASP-086-KELT-12,6279,51,2.72,0.0118,367.6470588235294,1.5949394463667819,0.43382352941176466,2.106329599539963,0.015352639942467404,0.7135968498838205,2.1222004652068964,0.0298914331391486,2.172616163559923,0.02452618854962683,2.1192341516588074,0.021517120814827838,2.1380169268085423,0.03539306870399123,2.1351408179400164,2.1026973656761494,2.176075580171512,0.943300568602262,2.02,0.12,0.08632959953996311,0.11801692680854226
WASP-087,6450,120,3.323,0.0194,300.9328919650918,1.7568757460495878,0.5838098104122781,1.5158638575167223,0.022842453926433647,-1.6819942594995636,1.5662855858395768,0.036054364821833496,1.5978107676657567,0.028043755444055844,1.5803809721892224,0.026077776089122085,1.581492441898185,0.03299001683317909,1.582241923039415,1.5492392372234896,1.613601972268731,-0.6479730984910897,1.627,0.062,-0.11113614248327774,-0.04550755810181495
WASP-088,6450,61,1.784,0.0185,560.5381165919282,5.812755132819883,1.0369955156950672,1.9829773434668445,0.019232785363156157,0.43591458393831345,2.0548123894601096,0.035681933649102646,2.0582739183762495,0.03353312533836444,2.051675514584956,0.029989178338702984,2.054920607473772,0.033259533228920925,2.054289421239938,2.022083049225912,2.0878579579532928,1.0031859594825423,1.93,0.12,0.05297734346684457,0.12492060747377187
WASP-089,4955,100,3.48,0.0242,287.35632183908046,1.9982824679614215,0.6954022988505747,0.9232989144802348,0.016703933011921423,1.261003141909386,0.905245113685779,0.027365053281876144,0.9049841970091879,0.01689108238681302,0.8910708625949046,0.015211426290688744,0.9004333910966239,0.02157917016954396,0.8991031845068626,0.8798604438755998,0.9206378025050319,0.5529286072012812,0.88,0.03,0.04329891448023482,0.0204333910966239
WASP-090,6440,130,2.087,0.0334,479.156684235745,7.668343676796301,1.6003833253473885,1.6784022296592682,0.031585188330259646,-3.1620164996648157,1.7728258589521269,0.04965955561417632,1.830743237041252,0.040679034433002616,1.815424201267005,0.0397887439341461,1.8063310990867945,0.05001638837178087,1.808599140926905,1.7566627187969062,1.8551330072057968,-1.6866910781931144,1.98,0.09,-0.30159777034073176,-0.17366890091320553
WASP-091,4920,80,6.615,0.0115,151.17157974300832,0.2628077350029623,0.17384731670445955,0.8783011004117485,0.012703303161164393,0.5617498946739802,0.8622569303149717,0.02180104749580788,0.8534389606136054,0.01319493918632164,0.8532240193521362,0.012432292624601205,0.8563066367602379,0.01690201422229905,0.8552403662689294,0.840560318995327,0.8717528199354654,-0.1072602058086005,0.86,0.03,0.018301100411748483,-0.003693363239762104
WASP-092,6280,120,1.704,0.0107,586.8544600938967,3.685060283453459,0.6279342723004694,1.2630531039872814,0.020479889206530915,-1.2672322341519218,1.234503142626864,0.027681955359687965,1.262641452140052,0.01984372457686819,1.2553390265415014,0.018464394834402816,1.2508278737694727,0.02534640052391706,1.2525574932485222,1.2262552217306486,1.2751232885459665,-1.4246001563615598,1.341,0.058,-0.07794689601271854,-0.09017212623052728
WASP-093,6700,100,2.688,0.0217,372.02380952380946,3.003317212301587,0.8072916666666666,1.5134555853107647,0.019763772021446736,-0.23633592795324812,1.5322342568883673,0.03053517180689674,1.5963980105668691,0.02413631380811183,1.5880492172689218,0.02164918037080952,1.5722271615747192,0.0383735762971091,1.5786737071741825,1.5303907677373505,1.608597178811735,0.8700486553658235,1.524,0.04,-0.010544414689235282,0.04822716157471918
WASP-094,6170,80,4.75,0.0242,210.5263157894737,1.0725761772853186,0.5094736842105263,1.5381219773535766,0.016799691092099805,-1.552282855702843,1.5349575543053688,0.0294185341415718,1.5585361329110128,0.02160796934471919,1.5320548394556224,0.02182008628944356,1.541849508890668,0.027265620347509716,1.5421400244038521,1.5147484580156125,1.5691486468754257,-1.3722413899282024,1.62,0.05,-0.08187802264642352,-0.07815049110933203
WASP-095,5830,140,7.238,0.0157,138.15971262779772,0.29968326723631167,0.2169107488256424,1.1870348720041826,0.022402048562132196,0.6865270554009428,1.190302830874475,0.03566017712783599,1.2113224147223123,0.023548124163882894,1.1986049699050647,0.021500497374268228,1.2000767385006175,0.028939300172751734,1.2005422840034978,1.172883807244063,1.2277592306610121,0.8237209270987812,1.13,0.08,0.05703487200418267,0.07007673850061757
WASP-096,5500,150,2.859,0.0154,349.7726477789437,1.8840499390681125,0.5386498775795733,1.152857027671218,0.026400383023687354,1.8191310854391283,1.1013372345201788,0.03822888709741524,1.1023668145836572,0.024462646623285355,1.0639826292920853,0.021541494580630503,1.0892288927986404,0.03406053066671344,1.087275338759386,1.0553501855229692,1.123110757799716,0.6484229884483595,1.05,0.05,0.10285702767121796,0.03922889279864039
WASP-097,5670,110,6.633,0.0123,150.76134479119554,0.2795664919239718,0.1854364540931705,1.0918616444216322,0.016991022223578924,0.7331406328746789,1.0756443848909811,0.026682356923027,1.0980447860116767,0.018317887411923313,1.0708915224646067,0.01900547731448246,1.0815268977890882,0.024692625337798865,1.081584529827362,1.0567455556691479,1.1063646403543494,0.4579438815060838,1.06,0.04,0.031861644421632196,0.021526897789088117
WASP-098,5473,121,3.572,0.0119,279.9552071668533,0.9326615244360454,0.3331466965285555,0.7702068238538026,0.014450758859619375,1.1457406284758063,0.738980135008443,0.021106946350930484,0.7514475700399704,0.013443646402791413,0.7250330279754328,0.012333212248890035,0.7384869110079487,0.01938669310330629,0.7379757334135081,0.7187670045854008,0.7583492201998963,-0.08793025666929186,0.741,0.021,0.029206823853802577,-0.002513088992051271
WASP-099,6150,100,6.244,0.0112,160.1537475976938,0.28727129613936103,0.17937219730941703,1.6265007224373675,0.021098507512800374,-1.1919033429998889,1.6364004797768175,0.033299864167225156,1.708161886216374,0.0313273651191212,1.6777586047321718,0.02451276668098188,1.6741069902417876,0.04197586103993543,1.6755743630797715,1.6314986327130827,1.715279413587815,-0.7295335986879297,1.76,0.11,-0.13349927756263247,-0.08589300975821246
WASP-100,6940,120,2.808,0.0129,356.1253561253562,1.6360459736528117,0.45940170940170943,1.6040818748712646,0.02278191354439835,-0.3633134088489146,1.6365549253974367,0.03411856518294727,1.7089794361593877,0.024860578482981226,1.6949458118400877,0.025367339084527332,1.680160057798971,0.04233259599282541,1.6870926419221144,1.6334600115429951,1.7207897499586422,0.05494568815747124,1.67,0.18,-0.0659181251287353,0.010160057798971112
WASP-101,6380,120,5.007,0.0128,199.72039145196723,0.5105694049501059,0.2556421010585181,1.2914835093358712,0.021104217729025862,0.03280215913887878,1.3006392976345436,0.02929830475170995,1.3155310396958333,0.020597872690274487,1.3012444832235062,0.02058164683985378,1.3058049401846277,0.024820937605539627,1.30588392793222,1.2816731153235925,1.3302276899636971,0.3357378020377314,1.29,0.04,0.0014835093358711582,0.015804940184627636
WASP-102,5940,140,1.956,0.015,511.24744376278124,3.9206092313096725,0.7668711656441718,1.3741291408523528,0.027521682508912952,1.4169726017576028,1.3306815436695905,0.03827492372035025,1.342760814253476,0.026364527651650167,1.3628678464686632,0.02367434000728485,1.3454367347972431,0.03290941404649449,1.347127270648925,1.3134864106968567,1.377104062756467,0.40800143633597774,1.331,0.013,0.043129140852352865,0.014436734797243167
WASP-103,6110,160,1.833,0.1073,545.5537370430987,31.935578824181395,5.85379159847245,1.6719905881147368,0.05229861509563361,3.648426051488616,1.660522848650997,0.11011828555600015,1.6708232051589227,0.10578805638224131,1.6802814848937873,0.10332694237082247,1.6705425129012357,0.10674996789511612,1.6651417046819246,1.566041392369165,1.7762305464986372,2.2003698652253014,1.413,0.048,0.25899058811473674,0.25754251290123564
WASP-104,5348,32,5.364,0.0186,186.42803877703207,0.6464506937458606,0.3467561521252796,0.9198762180040261,0.00546610514377035,-1.3270647142022096,0.9143368766264263,0.01262795429517072,0.9308704442305854,0.012144223691103122,0.923763214837856,0.009177944750359093,0.9229901785649558,0.013275747077531796,0.9231664445042507,0.9101300943385849,0.9359173252525419,-0.7225850555065142,0.935,0.01,-0.015123781995973973,-0.012009821435044254
WASP-105,5070,130,4.603,0.0893,217.24961981316534,4.214727579690565,1.9400391049315664,1.100153539842865,0.025802468349003356,5.058242610377012,1.0956327547378741,0.043640836859351495,1.095009520185499,0.03165703123174147,1.0867270207258457,0.028752472106122206,1.092456431883073,0.035508595700743696,1.0910732258456854,1.0582729548573877,1.126230684472337,4.140178612983734,0.9,0.03,0.200153539842865,0.19245643188307293
WASP-106,6265,36,2.783,0.0181,359.3244699964068,2.3369647527613955,0.6503772906934963,1.3993551518554839,0.008926758759294943,-0.6595808154186812,1.4115773836525958,0.019953607046362995,1.437781770973592,0.01900001484187998,1.4356702410096267,0.02081205482687159,1.4283431318786048,0.02320982561164096,1.4287450698590716,1.4050538815961082,1.4514432002447146,0.21996044501194278,1.42,0.03,-0.02064484814451606,0.008343131878604915
WASP-107,4425,70,15.528,0.026,64.39979392065945,0.10783066988260856,0.16743946419371458,0.6282330588608592,0.009286458114702734,-1.8941226008918235,0.6467344341717453,0.01658022290020342,0.6402289572454445,0.011379372547355151,0.6380073032157488,0.009866190425740402,0.6416568982109795,0.013451684853481177,0.6406287498343513,0.6290557295181458,0.6543292756542443,-1.1759228007586124,0.67,0.02,-0.04176694113914081,-0.028343101789020553
WASP-108,6000,140,3.903,0.0211,256.2131693569049,1.385113470005302,0.5406097873430694,1.2221921299834677,0.023764659145982664,0.15457980261852086,1.2438099046457496,0.03435460523411249,1.2345513197630313,0.023488746376807736,1.2425574041355987,0.02061276433224975,1.2403062095147932,0.027124199287792104,1.2393336036238352,1.214573836065841,1.26594285050316,0.5236203374865953,1.215,0.04,0.007192129983467632,0.02530620951479312
WASP-109,6520,140,2.801,0.0228,357.0153516601214,2.906087118118803,0.8139950017850768,1.3227564466888222,0.02450122652611766,-0.4615314974353264,1.3627568454101175,0.03446944698760207,1.3581019565591919,0.025321677337827427,1.3485885171627052,0.023682539945273376,1.3564824397106716,0.028834828231607892,1.3552311984634349,1.3286862678296631,1.3843247618043604,0.1992611773418986,1.346,0.044,-0.02324355331117789,0.010482439710671532
WASP-110,5400,140,3.608,0.015,277.16186252771615,1.1522804705974896,0.41574279379157425,0.897293754126708,0.019845569637809403,0.4049657601533692,0.8715122362716796,0.029605682748328623,0.880145266660316,0.019380977876755762,0.8706300543883297,0.0163662715414113,0.8740958524401083,0.02291401570743722,0.8736266358298443,0.8527960827788738,0.8955631785813813,-0.1650382362922913,0.881,0.035,0.01629375412670797,-0.00690414755989166
WASP-111,6400,150,3.468,0.0172,288.3506343713956,1.430112719489044,0.49596309111880044,1.8795034874234655,0.034680319197690636,0.2787478495152187,1.859321280408725,0.05054974447480445,1.866220258684919,0.04027327762619642,1.8796513938029447,0.03458418959065478,1.8683976442988628,0.04315358961354458,1.868712875784497,1.8261815271949438,1.9104554828485356,0.16891919600521482,1.85,0.1,0.029503487423465424,0.018397644298862703
WASP-112,5610,130,1.862,0.0158,537.0569280343716,4.557196274405516,0.8485499462943072,1.1633356747829313,0.02323122813646917,3.692858909970515,1.104583837197685,0.03269494179130111,1.0953242437073232,0.022836479323999376,1.0732168676376055,0.020355406681268437,1.0910416495142046,0.029006577153758085,1.0889815211562106,1.0628091497703889,1.119071127072157,1.8939110436313775,1.002,0.037,0.16133567478293132,0.08904164951420457
WASP-113,5890,140,2.275,0.0109,439.56043956043953,2.106025842289579,0.4791208791208792,1.7077199444820934,0.03499111159967751,0.7977754377202682,1.713569866818178,0.04858575833649241,1.7496058439664983,0.03518977494440966,1.6979668864028266,0.02942516757866131,1.7203808657291677,0.04422428177003325,1.718483949676282,1.6766571440856937,1.7651678470796341,0.8787324188252401,1.608,0.12,0.09971994448209331,0.11238086572916761
WASP-114,5940,140,1.962,0.0149,509.68399592252797,3.8706888579233767,0.7594291539245668,1.3305858996196458,0.027687959284996594,-1.5044409058729555,1.3699561353553324,0.039482850417480495,1.3681360051448777,0.02948833390398853,1.377479405543346,0.027780428474745936,1.3718571820145187,0.03290931141886856,1.3713229228272148,1.340115510362213,1.4033530601539226,-0.8496360703912805,1.43,0.06,-0.09941410038035414,-0.058142817985481265
WASP-117,6040,90,6.341,0.0129,157.70383220312252,0.3208294331210031,0.20343794354202807,1.2122140558603114,0.01427154734765142,0.6162355465949417,1.1958226316063065,0.022513277050549976,1.2159630795553305,0.01768294844231181,1.2187031815383444,0.0159032655552279,1.2101629642333274,0.02148339562328487,1.2116071718652157,1.1890396713381333,1.2309253042213228,0.5708205955933118,1.17,0.067,0.04221405586031146,0.040162964233327436
WASP-118,6410,125,2.585,0.0236,386.84719535783364,3.5317577603268373,0.9129593810444874,1.7521909885591398,0.02958614667097342,-0.05378296341027402,1.774690468992907,0.0439511114770326,1.8243828890320488,0.033229100449968206,1.8126260094451914,0.03076123674766227,1.8038997891567157,0.042153667965971385,1.8068616438436145,1.7627696634981906,1.8445455407525704,1.1067188680612474,1.754,0.016,-0.0018090114408602087,0.04989978915671567
WASP-119,5650,100,3.307,0.0106,302.3888720895071,0.9692537176137815,0.32053220441487756,1.058448700333575,0.01643908637921787,-1.396765468573742,1.0800890867900415,0.025050132631091748,1.086059057573766,0.01809385694354497,1.072948273190665,0.015493952692773916,1.079698805851491,0.020664441216228846,1.0789334846576117,1.059824523876932,1.0998235542339798,-1.178120880030248,1.2,0.1,-0.141551299666425,-0.12030119414850904
WASP-120,6450,120,2.614,0.015,382.55547054322875,2.1952303206382675,0.5738332058148432,1.7181528099626793,0.02609528012654229,-1.343151371466623,1.70631888452192,0.0378900105403657,1.6937324447520572,0.03328444309471887,1.721048577934007,0.026932638710451266,1.7070333024026612,0.03484498894661604,1.7073399947614956,1.6719207929544195,1.741327184886354,-1.4123481420288264,1.87,0.11,-0.15184719003732083,-0.16296669759733895
WASP-121,6586,59,3.8,0.0104,263.1578947368421,0.7202216066481995,0.2736842105263158,1.4436905094272363,0.011133373983242129,0.1153311217908152,1.455067102586292,0.019383989296741486,1.470555057073391,0.01913524581330303,1.4693729629702463,0.017091280321987996,1.4649983742099764,0.019854373678761614,1.4652979321059243,1.4453678562530712,1.484690276252171,0.6948830406840245,1.44,0.03,0.003690509427236366,0.024998374209976415
WASP-122,5720,130,4.055,0.0099,246.60912453760793,0.6020789970215337,0.24414303329223186,1.4482090148867002,0.027041804981263046,-1.7774951463622615,1.4458241872569089,0.040491928338228275,1.4749396980495912,0.028033091352729782,1.4533470778770061,0.02454984976022062,1.4580369877278354,0.03408229406538577,1.4583382499249775,1.4254909485573874,1.4910775587899097,-1.3646774899085103,1.52,0.03,-0.07179098511329984,-0.06196301227216461
WASP-123,5740,130,5.009,0.0203,199.64064683569572,0.8090846737401922,0.4052705130764623,1.1696477072469327,0.02231006423266436,-2.0722098528981165,1.1751715377158456,0.03238103539440308,1.2076773661574818,0.02357696894920387,1.2097558011471246,0.020021681113470708,1.197534901673484,0.030317783777010325,1.2004565125652458,1.1678906774824875,1.2263198485516655,-1.474188749713792,1.285,0.051,-0.11535229275306724,-0.08746509832651594
WASP-124,6050,100,2.104,0.0145,475.2851711026616,3.275491911116252,0.6891634980988594,1.172028150991922,0.01708812430503274,5.779226471151017,1.1322612895758302,0.02430929020567875,1.1261565617954714,0.018794634664943206,1.1433466910769345,0.0177870315587968,1.1339215141494121,0.0216976510859576,1.1340900545192891,1.1123425014897677,1.1552750124545668,3.8605529654946094,1.02,0.02,0.1520281509919219,0.1139215141494121
WASP-126,5800,100,4.593,0.01,217.72262138036143,0.47403139860736215,0.21772262138036141,1.1532664862325177,0.0167811606932969,-1.1512378269656058,1.174995327319697,0.025441875842247993,1.191632447272904,0.0187504866895806,1.1767378062305016,0.01669720065913096,1.1811218602743674,0.02194548910441707,1.1810807572901183,1.160100420479019,1.2026603448135351,-0.8681226188541603,1.27,0.1,-0.11673351376748231,-0.08887813972563263
WASP-127,5750,100,6.224,0.0175,160.66838046272494,0.4517507484090113,0.28116966580976865,1.35850630281066,0.019188824715427034,0.7700207635527944,1.3186137418639141,0.031480695744385195,1.354024801124674,0.038224434972891526,1.362363264265018,0.01826233401916735,1.3450006024178687,0.03589182512704242,1.3485633633400878,1.3071943393898793,1.3782921409562912,0.2671936176823826,1.333,0.027,0.02550630281066013,0.012000602417868711
WASP-128,5950,50,2.405,0.0125,415.8004158004158,2.1611248222474835,0.5197505197505198,1.1945298075199202,0.009734080944450342,1.8374324510619298,1.1924488191659508,0.0180540497123634,1.2008713206667112,0.015160919823642132,1.1945827782083158,0.01428059914265119,1.1959676393469927,0.016309857617282035,1.1960272912260488,1.1800381413878573,1.212184384742439,1.6535598679309023,1.152,0.021,0.042529807519920304,0.04396763934699277
WASP-129,5900,100,3.174,0.0159,315.05986137366097,1.5782771883557687,0.500945179584121,1.1396897169092282,0.01701405169670958,9.128285399455176,1.174548019392953,0.025899115461388806,1.1721900045545974,0.018786743860497338,1.158388558815232,0.017553967118130176,1.1683755275875942,0.02224225265897732,1.1673193328268927,1.1466079669515934,1.1901265816023414,8.972219124779839,0.9,0.02,0.23968971690922813,0.2683755275875942
WASP-130,5600,100,5.729,0.0187,174.55053237912375,0.5697495122167243,0.3264094955489614,1.0218937849876701,0.01560504866839383,1.8303141023272216,1.0077179592800796,0.023821561550438613,1.0294749117816788,0.018376084057559493,1.0235017902525498,0.01667027755504929,1.0202315537714362,0.021876159983662796,1.0212660831603197,0.9990624447418793,1.0414318330447045,1.622221772352527,0.96,0.03,0.061893784987670175,0.060231553771436186
WASP-131,5950,100,5.177,0.0365,193.16206297083255,1.3618727638468977,0.7050415298435387,1.6491724647051162,0.02252142866818432,1.7905292063122875,1.6720980097183502,0.038727630235167954,1.6566784961646066,0.03745067313675079,1.6581820398469047,0.02416602996473,1.6623195152432875,0.03478845788063414,1.6612537715513944,1.6290709997504205,1.695491135274742,1.8490506086730425,1.526,0.065,0.12317246470511622,0.13631951524328745
WASP-132b,4714,88,8.092,0.019,123.57884330202668,0.2901628797254705,0.2347998022738507,0.7662841743242739,0.012888263592555392,0.4309711809265912,0.754004250152148,0.021801934916836022,0.7508857195922641,0.013083541352180528,0.7284967251838157,0.011621672889768711,0.7444622316427426,0.01973774905736167,0.7432450937318305,0.7246438415198836,0.7640463983913129,-0.2492230755986384,0.753,0.028,0.013284174324273867,-0.008537768357257391
WASP-132c,4714,88,8.092,0.019,123.57884330202668,0.2901628797254705,0.2347998022738507,0.7662328827438097,0.012870829203311613,0.42940865414581186,0.7541127495283428,0.02233463741104803,0.7507832113121985,0.013275716254817665,0.7285811736595712,0.011922952464346206,0.7444923781667043,0.020020725766864776,0.7431947509841919,0.7244130498669298,0.7639561378351917,-0.24716117719487657,0.753,0.028,0.013232882743809737,-0.008507621833295675
WASP-133,5700,100,1.807,0.0158,553.4034311012729,4.838834649363648,0.8743774211400112,1.4489192797227657,0.022838156425210074,0.16226043498138723,1.457125620490552,0.03534599371541611,1.4812337851828636,0.028059427098701968,1.4560015095332686,0.02479107246522506,1.464786971735561,0.03192430164047115,1.464396663869222,1.4332332055847938,1.4963934109944963,0.41783412010725035,1.44,0.05,0.008919279722765738,0.024786971735561103
WASP-134,5700,100,5.162,0.0155,193.72336303758235,0.5816954914921593,0.30027121270825263,1.132580513658394,0.01691266976005221,-0.8335128583942248,1.139324705360536,0.026167159842190858,1.1538718436213866,0.01878194923189538,1.151608203178614,0.01755383073741679,1.1482682507201787,0.022121450812242028,1.1490876568931814,1.1267085404814563,1.1693901754052476,-0.5057827741441286,1.175,0.048,-0.04241948634160608,-0.02673174927982136
